QuoteID,Date,PartDescription,Material,Process,Quantity,LeadTimeWeeks,RushJob,Estimator,TotalPrice_USD
Q-1443,2023-06-11,Turbine Blade Housing - thin walls,Aluminum 6061,,1,7,No,Tanaka-san,633.52
Q-1444,2023-10-18,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,5-Axis Milling,100,8,No,Tanaka-san,35829.67
Q-1445,2023-01-16,Sensor Housing - threaded,Inconel 718,5-Axis Milling,20,10,No,Tanaka-san,9494.2
Q-1446,2023-08-27,Sensor Housing - threaded,Aluminum 7075,Wire EDM,10,9,Yes,Sato-san,3616.61
Q-1447,2024-02-15,Structural Rib - aerospace grade,Aluminum 7075,Wire EDM,5,2,No,Tanaka-san,1958.45
Q-1448,2023-04-19,Heat Sink - high fin density,Aluminum 7075,Surface Grinding,100,9,No,Tanaka-san,7599.46
Q-1449,2023-12-19,Electronic Chassis - EMI shielded,Stainless Steel 17-4 PH,Wire EDM,1,12,Yes,Suzuki-san,654.69
Q-1450,2023-07-06,Manifold Block - complex internal channels,Inconel 718,5-Axis Milling,100,3,No,Suzuki-san,82079.34
Q-1451,2023-11-12,Turbine Blade Housing - thin walls,Titanium Grade 5,Surface Grinding,100,4,Yes,Suzuki-san,37409.79
Q-1452,2024-02-21,Turbine Blade Housing - thin walls,Titanium Grade 5,3-Axis Milling,1,10,No,Sato-san,754.38
Q-1453,2023-02-14,Sensor Housing - threaded,Aluminum 7075,3-Axis Milling,50,11,No,Tanaka-san,8349.91
Q-1454,2024-02-23,Actuator Linkage,Aluminum 6061,3-Axis Milling,20,11,Yes,Sato-san,3253.94
Q-1455,2024-03-09,Actuator Linkage,Titanium Grade 5,CNC Turning,100,2,No,Sato-san,12649.54
Q-1456,2023-05-05,Landing Gear Pin - hardened,Titanium Grade 5,5-Axis Milling,50,5,No,Suzuki-san,18959.19
Q-1457,2023-12-19,Heat Sink - high fin density,Aluminum 6061,Surface Grinding,1,8,No,Suzuki-san,129.93
Q-1458,2023-03-26,Heat Sink - high fin density,Stainless Steel 17-4 PH,5-Axis Milling,5,5,Yes,Sato-san,2494.9
Q-1459,2023-09-29,Electronic Chassis - EMI shielded,Titanium Grade 5,Wire EDM,5,5,No,Suzuki-san,1973.18
Q-1460,2024-03-22,Structural Rib - aerospace grade,Titanium Grade 5,5-Axis Milling,10,11,No,Suzuki-san,4415.05
Q-1461,2023-01-20,Turbine Blade Housing - thin walls,Inconel 718,Surface Grinding,50,10,No,Sato-san,18794.84
Q-1462,2023-02-23,Heat Sink - high fin density,Aluminum 6061,Wire EDM,1,7,No,Sato-san,406.08
Q-1463,2023-10-03,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,Surface Grinding,20,7,No,Sato-san,4789.46
Q-1464,2023-09-17,Sensor Housing - threaded,Titanium Grade 5,Wire EDM,100,8,No,Sato-san,22405.52
Q-1465,2023-02-06,Heat Sink - high fin density,Stainless Steel 17-4 PH,Surface Grinding,50,5,No,Sato-san,4271.8
Q-1466,2023-06-04,Manifold Block - complex internal channels,Aluminum 6061,Surface Grinding,1,9,No,Sato-san,273.03
Q-1467,2023-02-12,Heat Sink - high fin density,Stainless Steel 17-4 PH,CNC Turning,50,3,Yes,Sato-san,7682.02
Q-1468,2024-02-12,Heat Sink - high fin density,Inconel 718,3-Axis Milling,5,8,No,Sato-san,1543.07
Q-1469,2023-09-22,Fuel Injector Nozzle - high precision,Inconel 718,3-Axis Milling,10,8,No,Tanaka-san,7676.69
Q-1470,2023-03-16,Manifold Block - complex internal channels,Aluminum 6061,5-Axis Milling,20,7,No,Sato-san,15852.43
Q-1471,2023-08-10,Actuator Linkage,Aluminum 6061,Surface Grinding,5,7,No,Sato-san,384.75
Q-1472,2023-09-20,Fuel Injector Nozzle - high precision,Aluminum 6061,,50,11,Yes,Suzuki-san,21720.89
Q-1473,2023-01-09,Actuator Linkage,Titanium Grade 5,CNC Turning,100,6,No,Tanaka-san,17540.98
Q-1474,2024-01-05,Structural Rib - aerospace grade,Aluminum 7075,CNC Turning,1,9,No,Sato-san,175.7
Q-1475,2023-06-15,Turbine Blade Housing - thin walls,Titanium Grade 5,CNC Turning,100,11,No,Tanaka-san,47442.19
Q-1476,2023-10-04,Structural Rib - aerospace grade,Aluminum 6061,Wire EDM,20,12,No,Sato-san,4445.67
Q-1477,2023-09-15,Sensor Housing - threaded,Aluminum 6061,Surface Grinding,1,8,No,Sato-san,97.94
Q-1478,2023-12-22,Sensor Housing - threaded,,Wire EDM,100,10,Yes,Suzuki-san,28428.28
Q-1479,2023-01-27,Mounting Bracket - standard,Aluminum 6061,Wire EDM,1,7,No,Sato-san,308.47
Q-1480,2024-01-14,Structural Rib - aerospace grade,Aluminum 7075,Surface Grinding,20,6,No,Sato-san,1646.34
Q-1481,2023-02-03,Turbine Blade Housing - thin walls,Aluminum 7075,Wire EDM,20,10,No,Suzuki-san,15177.02
Q-1482,2023-08-18,Heat Sink - high fin density,Inconel 718,3-Axis Milling,5,10,Yes,Suzuki-san,2020.79
Q-1483,2023-09-01,Fuel Injector Nozzle - high precision,Aluminum 6061,,10,6,No,Tanaka-san,2246.25
Q-1484,2023-07-06,Actuator Linkage,Stainless Steel 17-4 PH,3-Axis Milling,100,3,No,Tanaka-san,14982.33
Q-1485,2023-10-09,Structural Rib - aerospace grade,Aluminum 6061,Surface Grinding,10,10,No,Tanaka-san,1060.48
Q-1486,2023-10-07,Heat Sink - high fin density,Aluminum 7075,3-Axis Milling,100,8,No,Tanaka-san,13534.22
Q-1487,2023-06-26,Heat Sink - high fin density,Stainless Steel 17-4 PH,Surface Grinding,10,10,No,Sato-san,1111.98
Q-1488,2024-02-18,Fuel Injector Nozzle - high precision,Aluminum 7075,Surface Grinding,10,6,No,Sato-san,2275.3
Q-1489,2023-10-17,Structural Rib - aerospace grade,Stainless Steel 17-4 PH,Wire EDM,50,12,No,Suzuki-san,12849.33
Q-1490,2023-05-29,Turbine Blade Housing - thin walls,Aluminum 7075,CNC Turning,50,9,No,Tanaka-san,14923.98
Q-1491,2024-01-25,Turbine Blade Housing - thin walls,Aluminum 6061,Surface Grinding,50,3,No,Suzuki-san,8679.55
Q-1492,2024-03-16,Sensor Housing - threaded,Stainless Steel 17-4 PH,3-Axis Milling,1,7,No,Sato-san,263.34
Q-1493,2023-04-14,Landing Gear Pin - hardened,Stainless Steel 17-4 PH,Surface Grinding,1,6,No,Suzuki-san,190.41
Q-1494,2024-02-02,Fuel Injector Nozzle - high precision,Stainless Steel 17-4 PH,Surface Grinding,20,8,No,Sato-san,5435.63
Q-1495,2023-10-26,Heat Sink - high fin density,Stainless Steel 17-4 PH,3-Axis Milling,100,12,No,Suzuki-san,12784.7
Q-1496,2023-07-01,Turbine Blade Housing - thin walls,Inconel 718,Wire EDM,1,3,No,Suzuki-san,1571.42
Q-1497,2023-10-21,Manifold Block - complex internal channels,Inconel 718,Surface Grinding,10,11,No,Tanaka-san,6489.37
Q-1498,2023-04-11,Manifold Block - complex internal channels,Aluminum 7075,Surface Grinding,10,5,No,Sato-san,2190.86
Q-1499,2023-03-20,Actuator Linkage,Aluminum 7075,Wire EDM,20,12,No,Sato-san,5480.69
Q-2498,2023-04-11,Manifold Block - complex internal channels,Aluminum 7075,Surface Grinding,10,5,No,Sato-san,2738.5750000000003
Q-2279,2023-07-19,Turbine Blade Housing - thin walls,Titanium Grade 5,Surface Grinding,20,6,Yes,Tanaka-san,14703.699999999999
Q-2362,2024-03-19,Actuator Linkage,Stainless Steel 17-4 PH,3-Axis Milling,20,4,No,Tanaka-san,5362.474999999999
Q-2136,2023-05-26,Manifold Block - complex internal channels,Inconel 718,Surface Grinding,20,10,No,Suzuki-san,13096.8875
Q-2487,2023-06-26,Heat Sink - high fin density,Stainless Steel 17-4 PH,Surface Grinding,10,10,No,Sato-san,1389.975
Q-2193,2023-09-12,Sensor Housing - threaded,Aluminum 7075,3-Axis Milling,50,3,No,Sato-san,7597.875
Q-2285,2023-08-28,Landing Gear Pin - hardened,,3-Axis Milling,20,5,No,Sato-san,5081.3
Q-2339,2023-01-28,Structural Rib - aerospace grade,Aluminum 6061,3-Axis Milling,5,4,No,Tanaka-san,1348.95
Q-2471,2023-08-10,Actuator Linkage,Aluminum 6061,Surface Grinding,5,7,No,Sato-san,480.9375
Q-2222,2023-05-13,Manifold Block - complex internal channels,Stainless Steel 17-4 PH,CNC Turning,10,2,No,Sato-san,4735.4375
